commentary_id,reference,title,commentary_long,commentary_summary,tags
COMM_02_49_A,Gita 2.49,The Misery of Result-Seekers,"""O Dhananjaya, keep all abominable activities far distant by devotional service, and in that consciousness surrender unto the Lord. Those who want to enjoy the fruits of their work are misers."" This verse condemns acting solely for personal gain, calling such people ""misers"" because they cannot access the vast wealth of inner peace.","Those who act only for personal gain are misers, unable to access the true wealth of inner peace.","Jnana Yoga, Nishkama Karma (selfless action), letting go of greed"
COMM_02_50_A,Gita 2.50,Skill in Action,"""A man engaged in devotional service rids himself of both good and bad actions even in this life. Therefore strive for yoga, which is the art of all work."" Yoga is not just about doing the work, but about the skill with which it is done—a skill that frees you from karmic reactions.","Yoga is the art of performing actions with skill, which frees you from karmic consequences.","Karma Yoga, Karma, Moksha"
COMM_02_51_A,Gita 2.51,Freedom from the Cycle of Birth,"""By thus engaging in devotional service to the Lord, great sages or devotees free themselves from the results of work in the material world. In this way they become free from the cycle of birth and death and attain the state beyond all miseries."" This verse connects selfless action to the ultimate goal of liberation.","By performing selfless actions, you can free yourself from the cycle of birth and death.","Moksha, self-realization, Nishkama Karma (selfless action)"
COMM_02_52_A,Gita 2.52,Crossing the Mire of Delusion,"""When your intelligence has passed out of the dense forest of delusion, you shall become indifferent to all that has been heard and all that is to be heard."" This describes a state of mental maturity where one is no longer swayed by conflicting opinions or promises of future rewards, having found stability within.",True mental maturity is when you are no longer swayed by external opinions or promises.,"self-realization, inner peace, detachment"
COMM_02_53_A,Gita 2.53,The Stillness of Samadhi,"""When your mind is no longer disturbed by the flowery language of the Vedas, and when it remains fixed in the trance of self-realization, then you will have attained the divine consciousness."" This describes the state of Samadhi, where the mind becomes completely steady and unwavering.","When the mind is completely still and unwavering, you have achieved divine consciousness.","self-realization, Raja Yoga, inner peace, ध्यान"
COMM_02_54_A,Gita 2.54,The Marks of the Enlightened,"Arjuna asks a practical question: ""What are the symptoms of one whose consciousness is thus merged in transcendence? How does he speak, and what is his language? How does he sit, and how does he walk?"" He wants to know what a self-realized person looks like in daily life.",What does a self-realized person look and act like in their everyday life?,"self-realization, mental peace"
COMM_02_55_A,Gita 2.55,The Source of Satisfaction,Krishna begins his description: a person of steady wisdom has given up all selfish desires that arise from the mind and finds satisfaction in the Self alone. Their source of happiness has shifted from the external world to their own inner being.,A wise person gives up selfish desires and finds true happiness within themselves.,"self-realization, inner peace, detachment, letting go of greed"
COMM_02_56_A,Gita 2.56,The Stable-Minded Sage,"""One who is not disturbed in mind even amidst the threefold miseries or elated when there is happiness, and who is free from attachment, fear and anger, is called a sage of steady mind."" This is a key definition of a 'Sthitaprajna'. Their inner peace is unshakable.","A sage of steady mind is free from attachment, fear, and anger, and remains calm in both joy and sorrow.","how to stay calm, mental peace, equanimity, how to control anger"
COMM_02_57_A,Gita 2.57,Unattached to Good or Evil,"""In the material world, one who is unaffected by whatever good or evil he may obtain, neither praising it nor despising it, is firmly fixed in perfect knowledge."" This person accepts what comes without judgment, seeing both fortune and misfortune as temporary events.","A person with perfect knowledge accepts all life events, good or bad, without judgment.","detachment, equanimity, inner peace"
COMM_02_58_A,Gita 2.58,Withdrawing the Senses,"""One who is able to withdraw his senses from sense objects, as the tortoise draws its limbs within the shell, is firmly fixed in perfect consciousness."" This verse provides a powerful analogy for sense control. It is not about destroying the senses, but about having conscious mastery over them.","True mastery is the ability to consciously control your senses, not destroy them.","how to control anger, detachment, inner peace"
COMM_02_59_A,Gita 2.59,The Higher Taste,"One may be able to artificially restrain from sense enjoyment, but the taste for it remains. This taste also ceases upon experiencing a higher taste. This is a profound psychological insight: the best way to conquer a lower desire is not by force, but by developing a taste for something superior.",The best way to overcome a lower desire is to cultivate a taste for something better.,"letting go of greed, detachment, self-realization"
COMM_02_60_A,Gita 2.60,The Power of the Senses,"""The senses are so strong and impetuous, O Arjuna, that they forcibly carry away the mind even of a man of discrimination who is endeavoring to control them."" This is a caution: even for a sincere practitioner, the senses are powerful and require constant vigilance.","The senses are powerful and require constant vigilance, even for a sincere practitioner.","lack of focus, negative thoughts"
COMM_02_61_A,Gita 2.61,The Anchor of Devotion,"""One who restrains his senses, keeping them under full control, and fixes his consciousness upon Me, is known as a man of steady intelligence."" This provides the solution: sense control is made much easier when the mind has a positive point of focus, like devotion to God.","Controlling your senses becomes easier when you have a positive focal point, such as devotion.","Bhakti Yoga, Raja Yoga, self-realization"
COMM_02_62_A,Gita 2.62,The Ladder of Falling Down (Part 1),"""While contemplating the objects of the senses, a person develops attachment for them, and from such attachment lust develops, and from lust anger arises."" This begins a famous two-verse sequence detailing the psychological process of a downfall. It starts simply with a thought.",The path to downfall begins with a single thought: contemplating sense objects.,"how to control anger, letting go of greed, negative thoughts"
COMM_02_63_A,Gita 2.63,The Ladder of Falling Down (Part 2),"""From anger, complete delusion arises, and from delusion, bewilderment of memory. When memory is bewildered, intelligence is lost, and when intelligence is lost one falls down again into the material pool."" This completes the chain reaction: from a simple thought to complete ruin. It's a powerful warning to be mindful of our thoughts.","Be mindful of your thoughts, as a single thought can lead to a chain reaction of downfall.","how to control anger, negative thoughts, lack of focus"
