Chapter,Verse,Sanskrit verse,Translation (English),Hinglish (1),Hinglish (2),Summary,Source ID,Reference,message,tags
1,29,वेपथुश्च शरीरे मे रोमहर्षश्च जायते गाण्डीवं स्रंसते हस्तात्त्वक्चैव परिदह्यते,"My body trembles, my hair stands, Gandiva slips from my hand, and my skin burns.","Mera sharir kaanp raha hai, romanch ho raha hai, dhanush haath se nikal raha hai, twacha jal rahi hai.","""Mera poora shareer kaamp raha hai, rongte khade ho gaye hain, mere haath se Gandiva dhanush fisal raha hai aur meri twacha mein jalan ho rahi hai.""",Describes severe anxiety symptoms.,GITA_01_29,Gita 1.29,"वेपथुश्च शरीरे मे रोमहर्षश्च जायते गाण्डीवं स्रंसते हस्तात्त्वक्चैव परिदह्यते
My body trembles, my hair stands, Gandiva slips from my hand, and my skin burns.
Mera sharir kaanp raha hai, romanch ho raha hai, dhanush haath se nikal raha hai, twacha jal rahi hai.","anxiety, fear, stress"
1,30,न च शक्नोम्यवस्थातुं भ्रमतीव च मे मनः निमित्तानि च पश्यामि विपरीतानि केशव,"I cannot stand still; my mind reels; I see bad omens, O Keshav.","Main khada nahi reh paa raha, dimag ghoom raha hai, bura shagun dekh raha hoon, hey Keshav.","""Main ab khada bhi nahi ho paa raha hoon, mera mann buri tarah se bhatak raha hai. Hey Keshav, mujhe sirf bura hone ke hi sanket dikh rahe hain.""",Arjuna senses disaster.,GITA_01_30,Gita 1.30,"न च शक्नोम्यवस्थातुं भ्रमतीव च मे मनः निमित्तानि च पश्यामि विपरीतानि केशव
I cannot stand still; my mind reels; I see bad omens, O Keshav.
Main khada nahi reh paa raha, dimag ghoom raha hai, bura shagun dekh raha hoon, hey Keshav.","anxiety, confusion, lack of focus"
1,31,न च श्रेयोऽनुपश्यामि हत्वा स्वजनमाहवे,I see no good in killing my kinsmen in battle.,Mujhe apne logon ko maarne me koi bhalai nahi lagti.,"""Is yuddh mein apne hi logon ko maarkar mujhe koi bhalai nahi dikhti. Main na toh jeet chahta hoon, na rajya, aur na hi isse milne waale sukh.""",Questions value of killing relatives.,GITA_01_31,Gita 1.31,"न च श्रेयोऽनुपश्यामि हत्वा स्वजनमाहवे
I see no good in killing my kinsmen in battle.
Mujhe apne logon ko maarne me koi bhalai nahi lagti.","purpose of life, confusion, negative thoughts"
1,32,न काङ्क्षे विजयं कृष्ण न च राज्यं सुखानि च,"O Krishna, I desire neither victory, nor kingdom, nor pleasures.","Hey Krishna, na vijay chahiye, na rajya, na sukh.","""Hey Krishna, mujhe na toh jeet chahiye, na rajya, aur na hi koi sukh.""",Arjuna rejects worldly gains.,GITA_01_32,Gita 1.32,"न काङ्क्षे विजयं कृष्ण न च राज्यं सुखानि च
O Krishna, I desire neither victory, nor kingdom, nor pleasures.
Hey Krishna, na vijay chahiye, na rajya, na sukh.","what is the purpose of life, detachment"
1,33,किं नो राज्येन गोविन्द किं भोगैर्जीवितेन वा,"Of what use is kingdom, O Govinda? Of what use are pleasures or life?","Rajya ka kya kaam, hey Govind? Sukh aur jeevan ka kya kaam?","""Hey Govind, aise rajya ka kya fayda? Aise bhog ya jeewan ka hi kya laabh?""",Questions meaning of life in this context.,GITA_01_33,Gita 1.33,"किं नो राज्येन गोविन्द किं भोगैर्जीवितेन वा
Of what use is kingdom, O Govinda? Of what use are pleasures or life?
Rajya ka kya kaam, hey Govind? Sukh aur jeevan ka kya kaam?","what is the purpose of life, feeling lost in life"
1,34,ये षामर्थे काङ्क्षितं नो राज्यं भोगाः सुखानि च त इमेऽवस्थिता युद्धे प्राणांस्त्यक्त्वा धनानि च,Those for whose sake we desired kingdom and pleasures stand here prepared to give up lives and wealth.,"Jinke liye rajya-sukh chahte the, woh yahan jaan-dhan dene ko tayyar hain.","""Jinke liye humein yeh rajya, bhog aur sukh chahiye, wohi sab toh yahan apni jaan aur daulat daav par laga kar khade hain.""",Points at futility of war gains.,GITA_01_34,Gita 1.34,"ये षामर्थे काङ्क्षितं नो राज्यं भोगाः सुखानि च त इमेऽवस्थिता युद्धे प्राणांस्त्यक्त्वा धनानि च
Those for whose sake we desired kingdom and pleasures stand here prepared to give up lives and wealth.
Jinke liye rajya-sukh chahte the, woh yahan jaan-dhan dene ko tayyar hain.","family conflict, purpose of life, guilt"
1,35,आचार्याः पितरः पुत्रास्तथैव च पितामहाः मातुलाः श्वशुराः पौत्राः श्यालाः सम्बन्धिनस्तथा,"Teachers, fathers, sons, grandfathers, maternal uncles, fathers‑in‑law, grandsons, brothers‑in‑law, relatives...","Guru, pita, bete, dada, mama, sasur, potay, sala aur sambandhi...","""Guru, pita, bete, dada, mama, sasur, pote, saale aur doosre sabhi rishtedaar...""",Lists more relations at risk.,GITA_01_35,Gita 1.35,"आचार्याः पितरः पुत्रास्तथैव च पितामहाः मातुलाः श्वशुराः पौत्राः श्यालाः सम्बन्धिनस्तथा
Teachers, fathers, sons, grandfathers, maternal uncles, fathers‑in‑law, grandsons, brothers‑in‑law, relatives...
Guru, pita, bete, dada, mama, sasur, potay, sala aur sambandhi...","family conflict, guilt, dealing with grief"
1,36,एतान्न हन्तुमिच्छामि घ्नतोऽपि मधुसूदन अपि त्रैलोक्यराज्यस्य हेतुं किन्नु महीकृते,"O Madhusudan, I do not wish to slay them even for sovereignty of the three worlds, what to speak of earth.","Hey Madhusudan, main inhe nahi maarna chahta, teenon lok ka rajya mile tab bhi nahi.","""Hey Madhusudan, main inhein maarna nahi chahta, bhale hi woh mujhe maar dein. Teeno loko ke rajya ke liye bhi nahi, toh is dharti ki kya baat hai.""",Values kinship over all gains.,GITA_01_36,Gita 1.36,"एतान्न हन्तुमिच्छामि घ्नतोऽपि मधुसूदन अपि त्रैलोक्यराज्यस्य हेतुं किन्नु महीकृते
O Madhusudan, I do not wish to slay them even for sovereignty of the three worlds, what to speak of earth.
Hey Madhusudan, main inhe nahi maarna chahta, teenon lok ka rajya mile tab bhi nahi.","guilt, letting go of greed, Dharma"
1,37,न हि प्रीत्याऽस्य पापं कर्तव्यं वयं हत्वा स्वजनं हि कथं सुखिनः स्याम माधव,"It is not proper to commit sin by killing our relatives; how can we be happy, O Madhav?","Apne logon ko maar ke kaise khush rahenge; paap lagega, hey Madhav.","""In Dhritarashtra ke beton ko maarkar humein kya khushi milegi? In atatayiyon ko maarkar toh humein paap hi lagega.""",Appeals to morality.,GITA_01_37,Gita 1.37,"न हि प्रीत्याऽस्य पापं कर्तव्यं वयं हत्वा स्वजनं हि कथं सुखिनः स्याम माधव
It is not proper to commit sin by killing our relatives; how can we be happy, O Madhav?
Apne logon ko maar ke kaise khush rahenge; paap lagega, hey Madhav.","guilt, negative thoughts, family conflict"
1,38,यद्यप्येते न पश्यन्ति लोभोपहतचेतसः कुलक्षयकृतं दोषं मित्रद्रोहे च पातकम्,"Even if these, blinded by greed, see no evil in destroying families and betraying friends...","Ye lobh se andhe hain, na kul-naash ka paap dekh pa rahe hain, na dost-droh ka.","""Bhale hi inka mann laalach se bhrasht ho gaya hai aur yeh parivaar ko nasht karne ya doston se droh karne mein paap nahi dekhte...""",Contrasts his awareness with their ignorance.,GITA_01_38,Gita 1.38,"यद्यप्येते न पश्यन्ति लोभोपहतचेतसः कुलक्षयकृतं दोषं मित्रद्रोहे च पातकम्
Even if these, blinded by greed, see no evil in destroying families and betraying friends...
Ye lobh se andhe hain, na kul-naash ka paap dekh pa rahe hain, na dost-droh ka.","letting go of greed, family conflict, negative thoughts"
1,39,कथं न ज्ञेयमस्माभिः पापादस्मान्निवर्तितुम् कुलक्षयकृतं दोषं प्रपश्यद्भिर्जनार्दन,"Why should we not turn away from sin, seeing the evil of family destruction, O Janardan?","Jab hume pata hai kul-naash paap hai, to kyun na bachen, hey Janardan?","""Toh hey Janardan, hum log, jo parivaar ko nasht karne ke dosh ko saaf-saaf dekh sakte hain, is paap se peechhe kyun na hatein?""",Sees moral clarity as guiding principle.,GITA_01_39,Gita 1.39,"कथं न ज्ञेयमस्माभिः पापादस्मान्निवर्तितुम् कुलक्षयकृतं दोषं प्रपश्यद्भिर्जनार्दन
Why should we not turn away from sin, seeing the evil of family destruction, O Janardan?
Jab hume pata hai kul-naash paap hai, to kyun na bachen, hey Janardan?","Dharma, guilt, indecision"
1,40,कुलक्षये प्रणश्यन्ति कुलधर्माः सनातनाः धर्मे नष्टे कुलं कृत्स्नमधर्मोऽभिभवत्युत,"When the dynasty perishes, eternal family traditions vanish and lawlessness overwhelms.","Kul ke binash se parampara mit jaati hai, aur dharm tootne par adharma gher leta hai.","""Parivaar ke nasht hone se, purane kul-dharm (family traditions) bhi nasht ho jaate hain. Aur dharm ke nasht hone par poore kul mein adharm phail jaata hai.""",Warns of societal collapse.,GITA_01_40,Gita 1.40,"कुलक्षये प्रणश्यन्ति कुलधर्माः सनातनाः धर्मे नष्टे कुलं कृत्स्नमधर्मोऽभिभवत्युत
When the dynasty perishes, eternal family traditions vanish and lawlessness overwhelms.
Kul ke binash se parampara mit jaati hai, aur dharm tootne par adharma gher leta hai.","family conflict, fear, negative thoughts"
1,41,अधर्माभिभवात्कृष्ण प्रदुष्यन्ति कुलस्त्रियः स्त्रीषु दुष्टासु वार्ष्णेय जायते वर्णसङ्करः,"From lawlessness, O Krishna, women become corrupted; from this arises unwanted progeny.","Adharm badhne par striyan bigad jaati hain, aur varna-sankar hota hai.","""Hey Krishna, jab adharm badh jaata hai, toh kul ki striyan dushit ho jaati hain. Aur striyon ke dushit hone se, hey Vrishni-vanshi, varn-sankar (unwanted progeny) utpann hota hai.""",Links moral decay to social chaos.,GITA_01_41,Gita 1.41,"अधर्माभिभवात्कृष्ण प्रदुष्यन्ति कुलस्त्रियः स्त्रीषु दुष्टासु वार्ष्णेय जायते वर्णसङ्करः
From lawlessness, O Krishna, women become corrupted; from this arises unwanted progeny.
Adharm badhne par striyan bigad jaati hain, aur varna-sankar hota hai.","family conflict, fear of failure"
